x,y,u,v,state,changed
45.33,-17.47,0.00,0.00,nonconfident_right,0
29.20,-2.06,10.92,-15.50,nonconfident_right,1
44.83,2.42,2.60,-21.90,overconfident_wrong,1
17.50,-11.56,0.00,0.00,nonconfident_wrong,0
37.65,-13.42,0.00,0.00,confident_right,0
37.50,-18.37,0.00,0.00,nonconfident_wrong,0
21.72,3.17,-5.79,8.73,nonconfident_wrong,1
38.82,-10.14,0.00,0.00,nonconfident_wrong,0
11.78,3.24,5.09,-7.09,nonconfident_wrong,1
38.95,-6.67,4.39,-10.57,overconfident_wrong,1
46.77,-7.72,-11.01,6.82,confident_right,1
23.28,-7.72,-2.72,-3.16,nonconfident_wrong,1
14.14,-4.21,-8.27,5.04,nonconfident_right,1
22.15,-0.55,-5.32,-4.06,confident_right,1
29.41,5.06,2.77,-11.77,nonconfident_right,1
39.31,-13.12,0.00,0.00,nonconfident_wrong,0
10.61,-12.53,0.00,0.00,nonconfident_wrong,0
40.20,4.94,-3.60,3.35,nonconfident_wrong,1
7.66,-9.24,0.84,-1.45,nonconfident_right,1
32.64,0.25,5.98,-15.72,overconfident_wrong,1
33.33,-9.22,-3.08,2.62,nonconfident_wrong,1
-6.97,10.17,5.24,-0.39,nonconfident_right,1
42.27,-23.48,0.00,0.00,confident_right,0
28.07,11.40,-2.55,-4.89,nonconfident_wrong,1
40.90,3.16,-4.55,3.68,nonconfident_right,1
26.27,-2.21,-11.66,10.06,overconfident_wrong,1
13.15,4.30,7.54,-7.30,nonconfident_wrong,1
14.16,-4.82,-0.24,-0.19,nonconfident_wrong,1
24.68,11.17,1.33,-9.43,nonconfident_wrong,1
45.71,-4.77,2.38,-16.25,overconfident_wrong,1
46.71,-4.00,-0.95,-7.38,nonconfident_wrong,1
31.50,2.56,-1.38,0.26,overconfident_wrong,1
49.56,-19.69,0.00,0.00,nonconfident_right,0
38.39,-14.18,0.00,0.00,nonconfident_wrong,0
24.75,-7.39,2.35,-5.02,nonconfident_wrong,1
19.47,10.80,-3.41,0.77,nonconfident_right,1
42.49,-1.83,-2.13,-2.76,nonconfident_wrong,1
22.76,-4.67,0.87,-2.43,nonconfident_right,1
45.04,-28.89,0.00,0.00,confident_right,0
34.87,-16.68,0.00,0.00,confident_right,0
41.17,-10.87,0.00,0.00,nonconfident_wrong,0
24.63,-5.79,-4.92,-3.67,nonconfident_wrong,1
42.76,-2.69,-15.35,7.81,confident_right,1
39.70,-3.22,1.70,-2.82,overconfident_wrong,1
34.28,4.01,0.88,-2.96,nonconfident_wrong,1
42.13,5.96,1.88,-3.78,nonconfident_wrong,1
36.20,1.44,-4.82,-2.15,nonconfident_wrong,1
34.65,-9.15,-12.32,3.46,nonconfident_wrong,1
40.24,-6.89,-9.09,5.86,nonconfident_wrong,1
45.03,-17.11,0.00,0.00,confident_right,0
16.61,5.00,-1.69,-3.25,nonconfident_right,1
12.89,2.48,-0.15,-1.33,nonconfident_wrong,1
45.63,-21.47,0.00,0.00,nonconfident_wrong,0
45.53,-8.80,-6.95,-2.64,nonconfident_right,1
24.55,5.62,-6.33,2.09,confident_right,1
48.99,-12.21,0.00,0.00,confident_right,0
46.21,-5.97,4.16,-17.94,confident_right,1
40.56,-9.18,1.72,-17.81,nonconfident_wrong,1
35.86,-9.39,0.24,-6.16,nonconfident_wrong,1
40.24,-18.67,0.00,0.00,overconfident_wrong,0
47.99,-25.34,0.00,0.00,confident_right,0
38.55,-9.28,-17.02,4.53,nonconfident_wrong,1
42.25,-10.29,0.00,0.00,nonconfident_wrong,0
0.24,12.11,3.12,-7.56,nonconfident_wrong,1
46.49,-5.31,-7.14,-1.42,confident_right,1
28.10,8.21,-8.22,1.87,nonconfident_wrong,1
15.00,-18.17,0.00,0.00,nonconfident_right,0
41.53,2.15,1.97,-7.42,confident_right,1
33.29,0.71,-6.09,5.08,confident_right,1
33.81,1.23,-1.42,-3.12,overconfident_wrong,1
22.48,0.45,5.98,-6.56,nonconfident_wrong,1
27.91,-5.88,-7.77,3.64,nonconfident_wrong,1
38.91,-15.49,0.00,0.00,nonconfident_wrong,0
18.05,-0.67,2.15,-3.85,confident_right,1
35.36,5.87,0.31,-6.79,confident_right,1
39.66,-14.00,0.00,0.00,nonconfident_right,0
25.98,0.38,-4.32,2.71,nonconfident_wrong,1
29.09,-2.02,-1.96,-1.60,nonconfident_right,1
39.75,-2.83,-1.47,-11.24,confident_right,1
27.84,-1.04,4.79,-7.20,confident_right,1
36.11,-2.15,-3.21,-1.75,nonconfident_right,1
48.69,-6.06,-3.82,-3.81,nonconfident_right,1
31.57,-8.18,-8.09,0.52,nonconfident_wrong,1
26.81,-2.48,-8.56,2.52,confident_right,1
29.78,0.21,8.35,-18.36,confident_right,1
24.90,1.77,-4.04,0.98,nonconfident_wrong,1
41.13,0.46,3.33,-11.74,confident_right,1
41.11,-18.19,0.00,0.00,confident_right,0
45.25,-13.45,0.00,0.00,overconfident_wrong,0
23.34,10.22,-4.45,-1.88,nonconfident_wrong,1
40.46,-0.71,6.41,-24.85,confident_right,1
49.63,-17.27,0.00,0.00,nonconfident_wrong,0
30.39,-0.66,0.29,-4.23,overconfident_wrong,1
5.80,-4.00,3.47,-3.21,nonconfident_wrong,1
6.89,-10.42,0.00,0.00,nonconfident_wrong,0
15.77,2.37,1.95,-0.00,nonconfident_right,1
50.09,-25.23,0.00,0.00,confident_right,0
