x,y,u,v,state,changed
32.00,6.50,-4.90,-10.79,overconfident_wrong,1
36.51,-8.69,-39.84,16.65,nonconfident_wrong,1
35.04,-3.06,-37.26,10.15,nonconfident_wrong,1
37.18,1.21,-35.69,9.72,overconfident_wrong,1
-3.12,17.33,-3.51,-3.88,nonconfident_wrong,1
30.71,-3.96,-27.87,9.91,nonconfident_wrong,1
44.92,5.88,-46.66,0.43,overconfident_wrong,1
30.57,6.75,-31.93,8.95,overconfident_wrong,1
26.09,-2.42,-30.97,10.07,nonconfident_wrong,1
33.14,0.90,-23.57,-10.39,overconfident_wrong,1
45.02,-2.00,-47.86,16.37,nonconfident_wrong,1
27.74,-0.32,-0.63,-4.97,confident_right,1
39.38,-8.42,-44.97,19.16,nonconfident_right,1
31.80,-1.18,-32.97,16.52,nonconfident_wrong,1
43.17,-24.64,-13.36,15.17,nonconfident_right,1
21.37,1.69,-24.12,11.63,nonconfident_right,1
45.33,-17.47,-52.33,31.77,nonconfident_right,1
29.20,-2.06,-26.51,6.16,nonconfident_right,1
44.83,2.42,-37.09,-4.46,overconfident_wrong,1
17.50,-11.56,-3.01,4.54,nonconfident_wrong,1
37.65,-13.42,-35.96,20.64,confident_right,1
37.50,-18.37,-37.00,24.53,nonconfident_wrong,1
21.72,3.17,-34.99,16.19,nonconfident_wrong,1
38.82,-10.14,-12.69,-0.58,nonconfident_wrong,1
11.78,3.24,-19.08,10.82,nonconfident_wrong,1
38.95,-6.67,-35.99,8.81,overconfident_wrong,1
46.77,-7.72,-51.16,13.66,confident_right,1
23.28,-7.72,-29.25,16.36,nonconfident_wrong,1
14.14,-4.21,-29.71,20.77,nonconfident_right,1
22.15,-0.55,-14.26,-9.50,confident_right,1
29.41,5.06,-19.32,-13.62,nonconfident_right,1
39.31,-13.12,-33.83,19.54,nonconfident_wrong,1
10.61,-12.53,-0.95,3.77,nonconfident_wrong,1
40.20,4.94,-39.59,7.15,nonconfident_wrong,1
7.66,-9.24,-15.57,16.54,nonconfident_right,1
32.64,0.25,-29.63,11.11,overconfident_wrong,1
33.33,-9.22,-34.12,14.68,nonconfident_wrong,1
-6.97,10.17,12.41,-11.97,nonconfident_right,1
42.27,-23.48,-46.72,34.99,confident_right,1
28.07,11.40,0.75,-16.73,nonconfident_wrong,1
40.90,3.16,-40.36,10.30,nonconfident_right,1
26.27,-2.21,-34.44,18.94,overconfident_wrong,1
13.15,4.30,-14.86,4.35,nonconfident_wrong,1
14.16,-4.82,-22.38,15.63,nonconfident_wrong,1
24.68,11.17,-30.21,5.96,nonconfident_wrong,1
45.71,-4.77,-40.27,13.69,overconfident_wrong,1
46.71,-4.00,-49.13,11.50,nonconfident_wrong,1
31.50,2.56,-29.28,11.60,overconfident_wrong,1
49.56,-19.69,-47.70,28.27,nonconfident_right,1
38.39,-14.18,-37.18,23.73,nonconfident_wrong,1
24.75,-7.39,-34.77,20.92,nonconfident_wrong,1
19.47,10.80,-21.25,-3.66,nonconfident_right,1
42.49,-1.83,-44.17,12.73,nonconfident_wrong,1
22.76,-4.67,-33.96,21.19,nonconfident_right,1
45.04,-28.89,-34.67,20.75,confident_right,1
34.87,-16.68,-39.10,30.00,confident_right,1
41.17,-10.87,-43.41,23.03,nonconfident_wrong,1
24.63,-5.79,-29.60,15.45,nonconfident_wrong,1
42.76,-2.69,-40.39,8.83,confident_right,1
