x,y,u,v,state,changed
30.71,-3.96,-2.06,2.57,nonconfident_wrong,1
44.92,5.88,1.23,-0.59,overconfident_wrong,1
30.57,6.75,-1.00,3.30,overconfident_wrong,1
26.09,-2.42,-6.05,2.97,nonconfident_wrong,1
33.14,0.90,2.36,-7.14,overconfident_wrong,1
45.02,-2.00,4.37,-15.21,nonconfident_wrong,1
27.74,-0.32,7.42,-4.93,confident_right,1
39.38,-8.42,-3.55,4.80,nonconfident_right,1
31.80,-1.18,7.84,-6.25,nonconfident_wrong,1
43.17,-24.64,1.57,3.04,nonconfident_right,1
21.37,1.69,0.76,0.98,nonconfident_right,1
45.33,-17.47,-0.32,-4.39,nonconfident_right,1
29.20,-2.06,0.79,0.61,nonconfident_right,1
44.83,2.42,2.25,-1.90,overconfident_wrong,1
17.50,-11.56,-1.51,5.06,nonconfident_wrong,1
37.65,-13.42,-3.21,2.72,confident_right,1
37.50,-18.37,0.40,-0.21,nonconfident_wrong,1
21.72,3.17,-1.69,2.53,nonconfident_wrong,1
38.82,-10.14,-17.33,5.43,nonconfident_wrong,1
11.78,3.24,0.79,0.39,nonconfident_wrong,1
38.95,-6.67,6.30,-13.52,overconfident_wrong,1
46.77,-7.72,1.13,-7.38,confident_right,1
23.28,-7.72,-2.50,-0.04,nonconfident_wrong,1
14.14,-4.21,0.22,-0.06,nonconfident_right,1
22.15,-0.55,2.74,-4.64,confident_right,1
29.41,5.06,8.10,-5.83,nonconfident_right,1
39.31,-13.12,0.00,0.00,nonconfident_wrong,0
10.61,-12.53,-0.99,1.59,nonconfident_wrong,1
40.20,4.94,0.50,-2.56,nonconfident_wrong,1
7.66,-9.24,0.16,-0.32,nonconfident_right,1
32.64,0.25,-0.03,1.57,overconfident_wrong,1
33.33,-9.22,0.00,0.00,nonconfident_wrong,0
-6.97,10.17,9.93,-2.51,nonconfident_right,1
42.27,-23.48,0.00,0.00,confident_right,0
28.07,11.40,-0.21,-0.14,nonconfident_wrong,1
40.90,3.16,0.39,-0.79,nonconfident_right,1
26.27,-2.21,0.24,-0.26,overconfident_wrong,1
13.15,4.30,-16.41,5.74,nonconfident_wrong,1
14.16,-4.82,2.08,-0.23,nonconfident_wrong,1
24.68,11.17,-2.76,5.75,nonconfident_wrong,1
45.71,-4.77,-1.04,-1.67,overconfident_wrong,1
46.71,-4.00,-7.13,6.13,nonconfident_wrong,1
31.50,2.56,2.68,-1.91,overconfident_wrong,1
49.56,-19.69,-0.59,0.60,nonconfident_right,1
38.39,-14.18,-3.72,5.93,nonconfident_wrong,1
24.75,-7.39,0.74,-1.25,nonconfident_wrong,1
19.47,10.80,1.03,-1.78,nonconfident_right,1
42.49,-1.83,-1.21,1.07,nonconfident_wrong,1
22.76,-4.67,0.00,0.00,nonconfident_right,0
45.04,-28.89,3.83,1.43,confident_right,1
34.87,-16.68,1.07,-1.86,confident_right,1
41.17,-10.87,-5.34,5.06,nonconfident_wrong,1
24.63,-5.79,0.25,-1.19,nonconfident_wrong,1
42.76,-2.69,-2.14,-4.27,confident_right,1
39.70,-3.22,-0.56,9.56,overconfident_wrong,1
34.28,4.01,1.95,-5.00,nonconfident_wrong,1
42.13,5.96,0.89,0.25,nonconfident_wrong,1
36.20,1.44,2.16,-2.18,nonconfident_wrong,1
34.65,-9.15,-4.24,-0.44,nonconfident_wrong,1
40.24,-6.89,-5.57,6.49,nonconfident_wrong,1
45.03,-17.11,-8.82,10.79,confident_right,1
16.61,5.00,-3.21,0.03,nonconfident_right,1
12.89,2.48,-4.93,5.48,nonconfident_wrong,1
45.63,-21.47,-5.18,5.74,nonconfident_wrong,1
45.53,-8.80,-0.61,-1.37,nonconfident_right,1
24.55,5.62,-3.42,2.72,confident_right,1
48.99,-12.21,5.48,-7.42,confident_right,1
46.21,-5.97,0.19,-1.48,confident_right,1
40.56,-9.18,6.49,-16.59,nonconfident_wrong,1
35.86,-9.39,-5.15,5.85,nonconfident_wrong,1
40.24,-18.67,-1.82,0.69,overconfident_wrong,1
47.99,-25.34,0.69,-2.45,confident_right,1
38.55,-9.28,9.06,-0.68,nonconfident_wrong,1
42.25,-10.29,-3.86,-4.21,nonconfident_wrong,1
0.24,12.11,-0.89,-7.34,nonconfident_wrong,1
46.49,-5.31,-0.55,0.69,confident_right,1
28.10,8.21,1.06,-1.37,nonconfident_wrong,1
15.00,-18.17,-0.52,1.28,nonconfident_right,1
41.53,2.15,1.99,-2.88,confident_right,1
33.29,0.71,2.28,-0.04,confident_right,1
33.81,1.23,4.12,-7.47,overconfident_wrong,1
22.48,0.45,0.64,1.39,nonconfident_wrong,1
27.91,-5.88,-0.91,2.01,nonconfident_wrong,1
38.91,-15.49,-5.30,20.03,nonconfident_wrong,1
18.05,-0.67,2.80,-1.34,confident_right,1
35.36,5.87,-3.95,-0.27,confident_right,1
39.66,-14.00,-5.30,15.03,nonconfident_right,1
25.98,0.38,-2.32,2.28,nonconfident_wrong,1
29.09,-2.02,-1.04,-1.03,nonconfident_right,1
39.75,-2.83,-0.79,0.78,confident_right,1
27.84,-1.04,8.03,-1.38,confident_right,1
36.11,-2.15,-0.37,-0.19,nonconfident_right,1
48.69,-6.06,0.31,-3.88,nonconfident_right,1
31.57,-8.18,-7.37,5.43,nonconfident_wrong,1
26.81,-2.48,-4.86,8.26,confident_right,1
29.78,0.21,0.24,-0.48,confident_right,1
24.90,1.77,-0.06,0.42,nonconfident_wrong,1
41.13,0.46,3.70,-0.52,confident_right,1
41.11,-18.19,-7.42,12.76,confident_right,1
45.25,-13.45,-1.61,6.28,overconfident_wrong,1
23.34,10.22,-4.32,2.33,nonconfident_wrong,1
40.46,-0.71,11.30,-19.63,confident_right,1
49.63,-17.27,-2.29,1.88,nonconfident_wrong,1
30.39,-0.66,1.14,0.17,overconfident_wrong,1
5.80,-4.00,-3.70,2.08,nonconfident_wrong,1
6.89,-10.42,-2.32,7.35,nonconfident_wrong,1
15.77,2.37,7.66,-14.53,nonconfident_right,1
50.09,-25.23,0.00,0.00,confident_right,0
