x,y,u,v,state,changed
47.29,-7.52,-50.79,14.18,overconfident_wrong,1
31.66,7.56,-25.84,-1.90,nonconfident_wrong,1
14.31,1.59,-12.01,-2.51,nonconfident_wrong,1
46.97,-15.47,-41.10,14.89,overconfident_wrong,1
33.59,-11.31,-32.65,14.53,nonconfident_right,1
26.10,-3.12,-28.87,14.86,confident_right,1
42.39,-12.41,-48.46,26.96,confident_right,1
19.75,5.29,-23.89,3.82,nonconfident_wrong,1
42.35,-3.26,-31.77,0.54,confident_right,1
36.14,-7.69,-26.06,-4.48,overconfident_wrong,1
10.40,-1.49,-19.61,11.96,nonconfident_wrong,1
21.93,3.43,-31.19,18.44,nonconfident_wrong,1
45.60,-20.82,-34.39,18.32,confident_right,1
29.58,0.27,-36.49,15.05,overconfident_wrong,1
14.92,-13.21,-7.73,0.13,overconfident_wrong,1
38.60,-7.03,-34.96,12.78,confident_right,1
35.71,-5.12,-0.86,-11.53,nonconfident_right,1
53.99,-30.82,-48.03,36.94,confident_right,1
6.41,6.34,-18.04,7.83,nonconfident_wrong,1
-2.52,2.12,-2.92,2.33,nonconfident_wrong,1
57.31,-24.42,-49.31,27.85,confident_right,1
28.25,-12.86,-21.03,1.76,nonconfident_right,1
32.54,-1.22,-26.32,3.94,overconfident_wrong,1
23.43,1.07,-30.23,15.28,nonconfident_right,1
49.58,-12.81,-37.30,2.24,nonconfident_right,1
29.58,-5.87,-37.87,15.46,nonconfident_right,1
42.57,-10.46,-30.88,18.29,nonconfident_right,1
12.86,11.42,-13.19,-0.50,nonconfident_wrong,1
33.49,-3.90,-41.04,10.72,nonconfident_wrong,1
2.74,4.91,-3.91,-5.03,nonconfident_right,1
36.14,-6.72,-36.34,18.71,nonconfident_right,1
35.61,-14.94,-35.82,23.09,nonconfident_right,1
47.64,-18.50,-49.15,30.39,confident_right,1
31.97,6.50,-26.91,1.20,overconfident_wrong,1
36.47,-8.71,-27.27,-3.06,nonconfident_wrong,1
35.89,-6.21,-5.20,-11.24,overconfident_wrong,1
37.80,5.08,-38.61,10.51,overconfident_wrong,1
-4.31,16.02,-4.29,-7.09,nonconfident_wrong,1
31.25,-4.23,-29.30,12.32,nonconfident_wrong,1
40.44,11.42,-31.27,-6.98,confident_right,1
29.00,9.02,-21.11,-19.70,overconfident_wrong,1
23.72,0.04,-28.61,7.62,nonconfident_wrong,1
33.50,0.48,-6.40,-5.71,overconfident_wrong,1
45.16,-2.59,-47.14,15.44,nonconfident_right,1
27.71,-0.29,-0.53,-6.45,confident_right,1
38.55,-9.08,-50.14,19.59,nonconfident_wrong,1
34.25,-3.81,-35.63,18.95,nonconfident_wrong,1
43.12,-22.52,-33.93,16.81,nonconfident_right,1
21.34,1.70,-31.53,13.22,nonconfident_right,1
45.29,-17.46,-44.49,24.35,nonconfident_right,1
29.16,-2.05,-16.82,0.81,nonconfident_right,1
46.13,2.91,-40.43,1.24,overconfident_wrong,1
21.46,-17.46,-14.54,5.44,nonconfident_wrong,1
39.12,-13.44,-33.09,8.31,confident_right,1
37.49,-18.36,-27.56,8.45,nonconfident_wrong,1
21.77,3.15,-29.65,14.53,nonconfident_wrong,1
39.86,-10.11,-32.61,-3.06,nonconfident_wrong,1
11.91,3.28,-0.94,-2.17,nonconfident_wrong,1
35.27,-1.49,-35.27,5.15,overconfident_wrong,1
