x,y,u,v,state,changed
10.58,-12.49,0.00,0.00,nonconfident_wrong,0
38.18,8.28,6.11,-2.20,nonconfident_right,1
7.65,-9.24,0.00,0.00,nonconfident_right,0
29.99,8.45,13.08,-12.77,overconfident_wrong,1
33.33,-9.20,0.00,0.00,nonconfident_wrong,0
1.45,7.90,0.00,0.00,nonconfident_right,0
42.20,-23.30,0.00,0.00,confident_right,0
31.23,7.98,-1.95,0.62,nonconfident_right,1
40.87,3.21,-0.14,-1.01,nonconfident_wrong,1
26.24,-2.16,0.00,0.00,nonconfident_wrong,0
-2.19,11.60,0.00,0.00,nonconfident_wrong,0
14.12,-4.82,0.00,0.00,nonconfident_wrong,0
25.05,10.74,-5.30,4.07,nonconfident_right,1
45.68,-4.74,0.96,-3.96,nonconfident_right,1
48.00,-6.02,-3.43,2.81,nonconfident_wrong,1
31.49,2.56,0.79,0.28,nonconfident_wrong,1
49.55,-19.72,0.00,0.00,nonconfident_right,0
38.10,-13.47,0.00,0.00,nonconfident_wrong,0
24.80,-7.43,0.00,0.00,nonconfident_right,0
20.97,8.55,-0.84,1.30,nonconfident_right,1
42.66,-2.26,-1.20,-0.40,nonconfident_wrong,1
22.75,-4.65,0.00,0.00,nonconfident_right,0
48.89,-27.46,0.00,0.00,confident_right,0
34.87,-16.65,0.00,0.00,confident_right,0
41.17,-10.89,0.00,0.00,nonconfident_wrong,0
24.84,-6.95,0.00,0.00,nonconfident_wrong,0
47.89,-14.44,0.00,0.00,confident_right,0
38.13,-2.17,0.02,-0.36,confident_right,1
34.26,4.05,0.73,0.34,nonconfident_wrong,1
42.47,5.68,1.15,-3.38,nonconfident_wrong,1
36.16,1.74,-0.41,-0.56,nonconfident_wrong,1
36.16,-11.43,0.00,0.00,nonconfident_wrong,0
40.23,-6.88,-0.02,0.11,overconfident_wrong,1
45.05,-17.12,0.00,0.00,confident_right,0
15.01,8.13,0.00,0.00,nonconfident_right,0
12.84,2.50,0.00,0.00,nonconfident_wrong,0
45.73,-21.53,0.00,0.00,nonconfident_wrong,0
45.50,-8.73,-0.63,2.09,nonconfident_right,1
20.37,7.75,0.00,0.00,confident_right,0
48.61,-11.27,-0.52,-0.07,confident_right,1
46.22,-5.95,0.42,-0.99,confident_right,1
40.57,-9.15,0.00,0.00,nonconfident_wrong,0
35.83,-9.37,0.00,0.00,nonconfident_wrong,0
40.25,-18.67,0.00,0.00,nonconfident_wrong,0
47.95,-25.33,0.00,0.00,confident_right,0
51.82,-22.94,-0.16,-0.01,nonconfident_wrong,1
40.34,-8.97,0.00,0.00,nonconfident_wrong,0
-0.40,12.70,0.00,0.00,nonconfident_wrong,0
46.31,-5.25,-0.28,0.23,confident_right,1
28.77,7.62,-0.67,0.56,nonconfident_wrong,1
14.94,-18.10,0.00,0.00,nonconfident_right,0
41.76,2.03,-0.69,-1.36,confident_right,1
33.16,0.74,-2.22,1.76,confident_right,1
33.76,1.24,-17.42,4.96,confident_right,1
21.96,2.13,0.00,0.00,nonconfident_wrong,0
25.09,-5.84,0.00,0.00,nonconfident_wrong,0
37.74,-4.00,0.00,0.00,nonconfident_wrong,0
18.00,-0.62,0.00,0.00,confident_right,0
34.07,5.88,6.28,-8.85,nonconfident_wrong,1
31.12,-3.34,0.00,0.00,confident_right,0
29.76,-1.00,0.00,0.00,nonconfident_wrong,0
26.41,-1.70,0.00,0.00,overconfident_wrong,0
39.57,-2.01,0.00,0.00,confident_right,0
27.80,-0.93,0.00,0.00,confident_right,0
36.11,-2.16,0.00,0.00,nonconfident_right,0
48.68,-6.03,-0.08,-2.03,confident_right,1
31.53,-8.10,0.00,0.00,nonconfident_right,0
20.45,1.58,0.00,0.00,confident_right,0
29.75,0.26,0.00,0.00,confident_right,0
24.87,2.02,0.00,0.00,nonconfident_right,0
40.94,1.12,7.52,-9.66,confident_right,1
33.02,-5.48,0.00,0.00,confident_right,0
39.37,-1.96,1.54,-0.58,overconfident_wrong,1
22.69,9.87,0.40,3.22,nonconfident_wrong,1
40.90,-4.41,-1.54,1.40,confident_right,1
49.88,-17.75,0.00,0.00,nonconfident_wrong,0
31.65,-0.82,0.00,0.00,overconfident_wrong,0
10.35,-5.31,0.00,0.00,nonconfident_wrong,0
6.89,-10.46,0.00,0.00,nonconfident_wrong,0
15.77,2.38,0.00,0.00,nonconfident_right,0
50.25,-25.64,0.00,0.00,confident_right,0
